STT,Dạng,Nguồn,STT câu gốc,Loại số,Đề bài,Đáp án đúng,Lời giải,Nhận xét,Ghi chú kiểm tra
670,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,61,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2+4az+b^2+2=0$ ($a, b$ là các tham số thực). Có bao nhiêu cặp số thực $(a;b)$ sao cho phương trình đó có hai nghiệm $z_1, z_2$ thỏa mãn $z_1+2iz_2=4+\sqrt{5}i$?

A. $3$.
B. $4$.
C. $5$.
D. $6$.",B. $4$.,"TH1: $z_1,z_2$ là hai nghiệm thực. Từ $z_1+2iz_2=4+\sqrt{5}i$ suy ra $z_1=4$, $z_2=\dfrac{\sqrt{5}}{2}$. Theo Vi-ét, $-4a=z_1+z_2$ và $b^2+2=z_1z_2$, giải ra $(a;b)$ nếu tồn tại.

TH2: $z_1,z_2$ là hai nghiệm phức liên hợp, đặt $z_1=x+yi$, $z_2=x-yi$. Từ $z_1+2iz_2=4+\sqrt{5}i$, cân bằng phần thực/ảo ta được hệ phương trình bậc nhất theo $x,y$, giải ra $x,y$ rồi suy ra $(a;b)$ qua Vi-ét (nếu $y\ne0$ và $b^2\ge0$).

Tổng hợp cả hai trường hợp, ta được 4 cặp $(a;b)$ thỏa mãn.",Đạt,
671,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,61,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2+4az+b^2+2=0$ ($a, b$ là các tham số thực). Có bao nhiêu cặp số thực $(a;b)$ sao cho phương trình đó có hai nghiệm $z_1, z_2$ thỏa mãn $z_1+2iz_2=-1-4 \sqrt{7}i$?

A. $3$.
B. $4$.
C. $5$.
D. $6$.",B. $4$.,"TH1: $z_1,z_2$ là hai nghiệm thực. Từ $z_1+2iz_2=-1-4 \sqrt{7}i$ suy ra $z_1=-1$, $z_2=- 2 \sqrt{7}$. Theo Vi-ét, $-4a=z_1+z_2$ và $b^2+2=z_1z_2$, giải ra $(a;b)$ nếu tồn tại.

TH2: $z_1,z_2$ là hai nghiệm phức liên hợp, đặt $z_1=x+yi$, $z_2=x-yi$. Từ $z_1+2iz_2=-1-4 \sqrt{7}i$, cân bằng phần thực/ảo ta được hệ phương trình bậc nhất theo $x,y$, giải ra $x,y$ rồi suy ra $(a;b)$ qua Vi-ét (nếu $y\ne0$ và $b^2\ge0$).

Tổng hợp cả hai trường hợp, ta được 4 cặp $(a;b)$ thỏa mãn.",Đạt,
672,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,61,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2+4az+b^2+2=0$ ($a, b$ là các tham số thực). Có bao nhiêu cặp số thực $(a;b)$ sao cho phương trình đó có hai nghiệm $z_1, z_2$ thỏa mãn $z_1+2iz_2=-1+2 \sqrt{5}i$?

A. $1$.
B. $2$.
C. $3$.
D. $4$.",B. $2$.,"TH1: $z_1,z_2$ là hai nghiệm thực. Từ $z_1+2iz_2=-1+2 \sqrt{5}i$ suy ra $z_1=-1$, $z_2=\sqrt{5}$. Theo Vi-ét, $-4a=z_1+z_2$ và $b^2+2=z_1z_2$, giải ra $(a;b)$ nếu tồn tại.

TH2: $z_1,z_2$ là hai nghiệm phức liên hợp, đặt $z_1=x+yi$, $z_2=x-yi$. Từ $z_1+2iz_2=-1+2 \sqrt{5}i$, cân bằng phần thực/ảo ta được hệ phương trình bậc nhất theo $x,y$, giải ra $x,y$ rồi suy ra $(a;b)$ qua Vi-ét (nếu $y\ne0$ và $b^2\ge0$).

Tổng hợp cả hai trường hợp, ta được 2 cặp $(a;b)$ thỏa mãn.",Đạt,
673,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số nguyên,"Xét các số phức $z$ thỏa mãn $|z+1+7i|+|z-3-i| = 4 \sqrt{5}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+1-8i|$. Tính $P=m+M$.

A. $P=\sqrt{65} + 15$.
B. $P=15 - \sqrt{65}$.
C. $P=15 \sqrt{65}$.
D. $P=30$.",A. $P=\sqrt{65} + 15$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(-1;-7)$, $B(3;1)$, $C(-1;8)$. Ta có $AB=4 \sqrt{5}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[-1;3]$, biểu diễn $|z+1-8i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=65$, max $=M^2=225$. Suy ra $P=m+M=\sqrt{65} + 15$.",Đạt,
674,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số nguyên,"Xét các số phức $z$ thỏa mãn $|z+1-8i|+|z-4-2i| = \sqrt{61}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z-4-3i|$. Tính $P=m+M$.

A. $P=\dfrac{5 \sqrt{61}}{61} + 5 \sqrt{2}$.
B. $P=- \dfrac{5 \sqrt{61}}{61} + 5 \sqrt{2}$.
C. $P=\dfrac{25 \sqrt{122}}{61}$.
D. $P=10 \sqrt{2}$.",A. $P=\dfrac{5 \sqrt{61}}{61} + 5 \sqrt{2}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(-1;8)$, $B(4;2)$, $C(4;3)$. Ta có $AB=\sqrt{61}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[-1;4]$, biểu diễn $|z-4-3i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{25}{61}$, max $=M^2=50$. Suy ra $P=m+M=\dfrac{5 \sqrt{61}}{61} + 5 \sqrt{2}$.",Đạt,
675,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số nguyên,"Xét các số phức $z$ thỏa mãn $|z-1+9i|+|z+9-5i| = 2 \sqrt{74}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+9-4i|$. Tính $P=m+M$.

A. $P=\dfrac{5 \sqrt{74}}{74} + \sqrt{269}$.
B. $P=- \dfrac{5 \sqrt{74}}{74} + \sqrt{269}$.
C. $P=\dfrac{5 \sqrt{19906}}{74}$.
D. $P=2 \sqrt{269}$.",A. $P=\dfrac{5 \sqrt{74}}{74} + \sqrt{269}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(1;-9)$, $B(-9;5)$, $C(-9;4)$. Ta có $AB=2 \sqrt{74}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[-9;1]$, biểu diễn $|z+9-4i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{25}{74}$, max $=M^2=269$. Suy ra $P=m+M=\dfrac{5 \sqrt{74}}{74} + \sqrt{269}$.",Đạt,
676,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số nguyên,"Xét các số phức $z$ thỏa mãn $|z-4+4i|+|z+6+9i| = 5 \sqrt{5}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+1+6i|$. Tính $P=m+M$.

A. $P=\dfrac{\sqrt{5}}{5} + \sqrt{34}$.
B. $P=- \dfrac{\sqrt{5}}{5} + \sqrt{34}$.
C. $P=\dfrac{\sqrt{170}}{5}$.
D. $P=2 \sqrt{34}$.",A. $P=\dfrac{\sqrt{5}}{5} + \sqrt{34}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(4;-4)$, $B(-6;-9)$, $C(-1;-6)$. Ta có $AB=5 \sqrt{5}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[-6;4]$, biểu diễn $|z+1+6i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{1}{5}$, max $=M^2=34$. Suy ra $P=m+M=\dfrac{\sqrt{5}}{5} + \sqrt{34}$.",Đạt,
677,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số nguyên,"Xét các số phức $z$ thỏa mãn $|z+3+2i|+|z-2-i| = \sqrt{34}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z-6+6i|$. Tính $P=m+M$.

A. $P=\dfrac{47 \sqrt{34}}{34} + \sqrt{97}$.
B. $P=- \dfrac{47 \sqrt{34}}{34} + \sqrt{97}$.
C. $P=\dfrac{47 \sqrt{3298}}{34}$.
D. $P=2 \sqrt{97}$.",A. $P=\dfrac{47 \sqrt{34}}{34} + \sqrt{97}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(-3;-2)$, $B(2;1)$, $C(6;-6)$. Ta có $AB=\sqrt{34}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[-3;2]$, biểu diễn $|z-6+6i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{2209}{34}$, max $=M^2=97$. Suy ra $P=m+M=\dfrac{47 \sqrt{34}}{34} + \sqrt{97}$.",Đạt,
678,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số hữu tỉ,"Xét các số phức $z$ thỏa mãn $|z+\dfrac{7}{3}+\dfrac{7}{4}i|+|z+\dfrac{11}{3}-\dfrac{8}{5}i| = \dfrac{\sqrt{46801}}{60}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z-\dfrac{8}{5}-\dfrac{7}{2}i|$. Tính $P=m+M$.

A. $P=\dfrac{6053 \sqrt{46801}}{234005} + \dfrac{\sqrt{154921}}{60}$.
B. $P=- \dfrac{6053 \sqrt{46801}}{234005} + \dfrac{\sqrt{154921}}{60}$.
C. $P=\dfrac{6053 \sqrt{25088089}}{825900}$.
D. $P=\dfrac{\sqrt{154921}}{30}$.",A. $P=\dfrac{6053 \sqrt{46801}}{234005} + \dfrac{\sqrt{154921}}{60}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(- \dfrac{7}{3};- \dfrac{7}{4})$, $B(- \dfrac{11}{3};\dfrac{8}{5})$, $C(\dfrac{8}{5};\dfrac{7}{2})$. Ta có $AB=\dfrac{\sqrt{46801}}{60}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[- \dfrac{11}{3};- \dfrac{7}{3}]$, biểu diễn $|z-\dfrac{8}{5}-\dfrac{7}{2}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{36638809}{1170025}$, max $=M^2=\dfrac{154921}{3600}$. Suy ra $P=m+M=\dfrac{6053 \sqrt{46801}}{234005} + \dfrac{\sqrt{154921}}{60}$.",Đạt,
679,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số hữu tỉ,"Xét các số phức $z$ thỏa mãn $|z-\dfrac{4}{3}-\dfrac{4}{5}i|+|z-\dfrac{7}{3}-\dfrac{2}{5}i| = \dfrac{\sqrt{29}}{5}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z-\dfrac{5}{2}-\dfrac{7}{5}i|$. Tính $P=m+M$.

A. $P=\dfrac{16 \sqrt{29}}{87} + \dfrac{\sqrt{1549}}{30}$.
B. $P=- \dfrac{16 \sqrt{29}}{87} + \dfrac{\sqrt{1549}}{30}$.
C. $P=\dfrac{8 \sqrt{44921}}{1305}$.
D. $P=\dfrac{\sqrt{1549}}{15}$.",A. $P=\dfrac{16 \sqrt{29}}{87} + \dfrac{\sqrt{1549}}{30}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(\dfrac{4}{3};\dfrac{4}{5})$, $B(\dfrac{7}{3};\dfrac{2}{5})$, $C(\dfrac{5}{2};\dfrac{7}{5})$. Ta có $AB=\dfrac{\sqrt{29}}{5}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[\dfrac{4}{3};\dfrac{7}{3}]$, biểu diễn $|z-\dfrac{5}{2}-\dfrac{7}{5}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{256}{261}$, max $=M^2=\dfrac{1549}{900}$. Suy ra $P=m+M=\dfrac{16 \sqrt{29}}{87} + \dfrac{\sqrt{1549}}{30}$.",Đạt,
680,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số hữu tỉ,"Xét các số phức $z$ thỏa mãn $|z+\dfrac{1}{3}-\dfrac{7}{2}i|+|z+\dfrac{5}{4}+\dfrac{7}{4}i| = \dfrac{\sqrt{4090}}{12}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+\dfrac{5}{2}+\dfrac{5}{2}i|$. Tính $P=m+M$.

A. $P=\dfrac{\sqrt{34}}{4} + \dfrac{\sqrt{1465}}{6}$.
B. $P=- \dfrac{\sqrt{34}}{4} + \dfrac{\sqrt{1465}}{6}$.
C. $P=\dfrac{\sqrt{49810}}{24}$.
D. $P=\dfrac{\sqrt{1465}}{3}$.",A. $P=\dfrac{\sqrt{34}}{4} + \dfrac{\sqrt{1465}}{6}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(- \dfrac{1}{3};\dfrac{7}{2})$, $B(- \dfrac{5}{4};- \dfrac{7}{4})$, $C(- \dfrac{5}{2};- \dfrac{5}{2})$. Ta có $AB=\dfrac{\sqrt{4090}}{12}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[- \dfrac{5}{4};- \dfrac{1}{3}]$, biểu diễn $|z+\dfrac{5}{2}+\dfrac{5}{2}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{17}{8}$, max $=M^2=\dfrac{1465}{36}$. Suy ra $P=m+M=\dfrac{\sqrt{34}}{4} + \dfrac{\sqrt{1465}}{6}$.",Đạt,
681,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số hữu tỉ,"Xét các số phức $z$ thỏa mãn $|z+\dfrac{4}{5}-\dfrac{7}{2}i|+|z-\dfrac{10}{3}+\dfrac{1}{2}i| = \dfrac{2 \sqrt{1861}}{15}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+\dfrac{3}{2}-\dfrac{4}{3}i|$. Tính $P=m+M$.

A. $P=\dfrac{529 \sqrt{1861}}{11166} + \dfrac{\sqrt{962}}{6}$.
B. $P=- \dfrac{529 \sqrt{1861}}{11166} + \dfrac{\sqrt{962}}{6}$.
C. $P=\dfrac{529 \sqrt{1790282}}{66996}$.
D. $P=\dfrac{\sqrt{962}}{3}$.",A. $P=\dfrac{529 \sqrt{1861}}{11166} + \dfrac{\sqrt{962}}{6}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(- \dfrac{4}{5};\dfrac{7}{2})$, $B(\dfrac{10}{3};- \dfrac{1}{2})$, $C(- \dfrac{3}{2};\dfrac{4}{3})$. Ta có $AB=\dfrac{2 \sqrt{1861}}{15}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[- \dfrac{4}{5};\dfrac{10}{3}]$, biểu diễn $|z+\dfrac{3}{2}-\dfrac{4}{3}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{279841}{66996}$, max $=M^2=\dfrac{481}{18}$. Suy ra $P=m+M=\dfrac{529 \sqrt{1861}}{11166} + \dfrac{\sqrt{962}}{6}$.",Đạt,
682,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số hữu tỉ,"Xét các số phức $z$ thỏa mãn $|z-\dfrac{11}{4}+\dfrac{11}{4}i|+|z+\dfrac{7}{3}+\dfrac{1}{5}i| = \dfrac{\sqrt{116434}}{60}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+\dfrac{6}{5}-\dfrac{2}{5}i|$. Tính $P=m+M$.

A. $P=\dfrac{891 \sqrt{116434}}{291085} + \dfrac{\sqrt{10210}}{20}$.
B. $P=- \dfrac{891 \sqrt{116434}}{291085} + \dfrac{\sqrt{10210}}{20}$.
C. $P=\dfrac{891 \sqrt{297197785}}{2910850}$.
D. $P=\dfrac{\sqrt{10210}}{10}$.",A. $P=\dfrac{891 \sqrt{116434}}{291085} + \dfrac{\sqrt{10210}}{20}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(\dfrac{11}{4};- \dfrac{11}{4})$, $B(- \dfrac{7}{3};- \dfrac{1}{5})$, $C(- \dfrac{6}{5};\dfrac{2}{5})$. Ta có $AB=\dfrac{\sqrt{116434}}{60}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[- \dfrac{7}{3};\dfrac{11}{4}]$, biểu diễn $|z+\dfrac{6}{5}-\dfrac{2}{5}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=\dfrac{1587762}{1455425}$, max $=M^2=\dfrac{1021}{40}$. Suy ra $P=m+M=\dfrac{891 \sqrt{116434}}{291085} + \dfrac{\sqrt{10210}}{20}$.",Đạt,
683,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số vô tỉ,"Xét các số phức $z$ thỏa mãn $|z-3 \sqrt{5}+5i|+|z+6+3 \sqrt{3}i| = \sqrt{\left(5 - 3 \sqrt{3}\right)^{2} + \left(- 3 \sqrt{5} - 6\right)^{2}}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+7-3 \sqrt{2}i|$. Tính $P=m+M$.

A. $P=\sqrt{18 \sqrt{6} + 46} + \sqrt{30 \sqrt{2} + 42 \sqrt{5} + 137}$.
B. $P=- \sqrt{18 \sqrt{6} + 46} + \sqrt{30 \sqrt{2} + 42 \sqrt{5} + 137}$.
C. $P=\sqrt{2} \sqrt{9 \sqrt{6} + 23} \sqrt{30 \sqrt{2} + 42 \sqrt{5} + 137}$.
D. $P=2 \sqrt{30 \sqrt{2} + 42 \sqrt{5} + 137}$.",A. $P=\sqrt{18 \sqrt{6} + 46} + \sqrt{30 \sqrt{2} + 42 \sqrt{5} + 137}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(3 \sqrt{5};-5)$, $B(-6;- 3 \sqrt{3})$, $C(-7;3 \sqrt{2})$. Ta có $AB=\sqrt{\left(5 - 3 \sqrt{3}\right)^{2} + \left(- 3 \sqrt{5} - 6\right)^{2}}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[-6;3 \sqrt{5}]$, biểu diễn $|z+7-3 \sqrt{2}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=18 \sqrt{6} + 46$, max $=M^2=30 \sqrt{2} + 42 \sqrt{5} + 137$. Suy ra $P=m+M=\sqrt{18 \sqrt{6} + 46} + \sqrt{30 \sqrt{2} + 42 \sqrt{5} + 137}$.",Đạt,
684,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số vô tỉ,"Xét các số phức $z$ thỏa mãn $|z+4 \sqrt{6}+\sqrt{6}i|+|z+2 \sqrt{11}-2 \sqrt{10}i| = \sqrt{\left(- 2 \sqrt{11} + 4 \sqrt{6}\right)^{2} + \left(\sqrt{6} + 2 \sqrt{10}\right)^{2}}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+6-3 \sqrt{10}i|$. Tính $P=m+M$.

A. $P=- 2 \sqrt{6} + \sqrt{66} + 2 \sqrt{- 12 \sqrt{6} + 3 \sqrt{15} + 57}$.
B. $P=- \sqrt{66} + 2 \sqrt{6} + 2 \sqrt{- 12 \sqrt{6} + 3 \sqrt{15} + 57}$.
C. $P=6 \left(- 2 \sqrt{2} + \sqrt{22}\right) \sqrt{- 4 \sqrt{6} + \sqrt{15} + 19}$.
D. $P=4 \sqrt{- 12 \sqrt{6} + 3 \sqrt{15} + 57}$.",A. $P=- 2 \sqrt{6} + \sqrt{66} + 2 \sqrt{- 12 \sqrt{6} + 3 \sqrt{15} + 57}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(- 4 \sqrt{6};- \sqrt{6})$, $B(- 2 \sqrt{11};2 \sqrt{10})$, $C(-6;3 \sqrt{10})$. Ta có $AB=\sqrt{\left(- 2 \sqrt{11} + 4 \sqrt{6}\right)^{2} + \left(\sqrt{6} + 2 \sqrt{10}\right)^{2}}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[- 4 \sqrt{6};- 2 \sqrt{11}]$, biểu diễn $|z+6-3 \sqrt{10}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=90 - 24 \sqrt{11}$, max $=M^2=- 48 \sqrt{6} + 12 \sqrt{15} + 228$. Suy ra $P=m+M=- 2 \sqrt{6} + \sqrt{66} + 2 \sqrt{- 12 \sqrt{6} + 3 \sqrt{15} + 57}$.",Đạt,
685,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số vô tỉ,"Xét các số phức $z$ thỏa mãn $|z+\sqrt{6}+\sqrt{2}i|+|z-\sqrt{10}+5i| = \sqrt{\left(-5 + \sqrt{2}\right)^{2} + \left(\sqrt{6} + \sqrt{10}\right)^{2}}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+\sqrt{10}-2 \sqrt{6}i|$. Tính $P=m+M$.

A. $P=\sqrt{- 4 \sqrt{15} + 8 \sqrt{3} + 42} + \sqrt{20 \sqrt{6} + 89}$.
B. $P=- \sqrt{- 4 \sqrt{15} + 8 \sqrt{3} + 42} + \sqrt{20 \sqrt{6} + 89}$.
C. $P=\sqrt{2} \sqrt{20 \sqrt{6} + 89} \sqrt{- 2 \sqrt{15} + 4 \sqrt{3} + 21}$.
D. $P=2 \sqrt{20 \sqrt{6} + 89}$.",A. $P=\sqrt{- 4 \sqrt{15} + 8 \sqrt{3} + 42} + \sqrt{20 \sqrt{6} + 89}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(- \sqrt{6};- \sqrt{2})$, $B(\sqrt{10};-5)$, $C(- \sqrt{10};2 \sqrt{6})$. Ta có $AB=\sqrt{\left(-5 + \sqrt{2}\right)^{2} + \left(\sqrt{6} + \sqrt{10}\right)^{2}}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[- \sqrt{6};\sqrt{10}]$, biểu diễn $|z+\sqrt{10}-2 \sqrt{6}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=- 4 \sqrt{15} + 8 \sqrt{3} + 42$, max $=M^2=20 \sqrt{6} + 89$. Suy ra $P=m+M=\sqrt{- 4 \sqrt{15} + 8 \sqrt{3} + 42} + \sqrt{20 \sqrt{6} + 89}$.",Đạt,
686,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số vô tỉ,"Xét các số phức $z$ thỏa mãn $|z-\sqrt{6}-6i|+|z+\sqrt{5}+3 \sqrt{5}i| = \sqrt{\left(- \sqrt{6} - \sqrt{5}\right)^{2} + \left(- 3 \sqrt{5} - 6\right)^{2}}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z+1-3 \sqrt{7}i|$. Tính $P=m+M$.

A. $P=\sqrt{2} \left(\sqrt{- 18 \sqrt{7} + \sqrt{6} + 53} + \sqrt{- \sqrt{5} + 9 \sqrt{35} + 57}\right)$.
B. $P=\sqrt{2} \left(- \sqrt{- 18 \sqrt{7} + \sqrt{6} + 53} + \sqrt{- \sqrt{5} + 9 \sqrt{35} + 57}\right)$.
C. $P=2 \sqrt{- 1026 \sqrt{7} - 1187 \sqrt{5} - \sqrt{30} + 9 \sqrt{210} + 57 \sqrt{6} + 495 \sqrt{35} + 3021}$.
D. $P=2 \sqrt{- 2 \sqrt{5} + 18 \sqrt{35} + 114}$.",A. $P=\sqrt{2} \left(\sqrt{- 18 \sqrt{7} + \sqrt{6} + 53} + \sqrt{- \sqrt{5} + 9 \sqrt{35} + 57}\right)$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(\sqrt{6};6)$, $B(- \sqrt{5};- 3 \sqrt{5})$, $C(-1;3 \sqrt{7})$. Ta có $AB=\sqrt{\left(- \sqrt{6} - \sqrt{5}\right)^{2} + \left(- 3 \sqrt{5} - 6\right)^{2}}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[- \sqrt{5};\sqrt{6}]$, biểu diễn $|z+1-3 \sqrt{7}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=- 36 \sqrt{7} + 2 \sqrt{6} + 106$, max $=M^2=- 2 \sqrt{5} + 18 \sqrt{35} + 114$. Suy ra $P=m+M=\sqrt{2} \left(\sqrt{- 18 \sqrt{7} + \sqrt{6} + 53} + \sqrt{- \sqrt{5} + 9 \sqrt{35} + 57}\right)$.",Đạt,
687,Dạng 7 - Cực trị & vận dụng cao,Nhân bản,12,Số vô tỉ,"Xét các số phức $z$ thỏa mãn $|z-7-2 \sqrt{2}i|+|z-4 \sqrt{6}+4 \sqrt{7}i| = \sqrt{\left(-7 + 4 \sqrt{6}\right)^{2} + \left(- 4 \sqrt{7} - 2 \sqrt{2}\right)^{2}}$. Gọi $m, M$ lần lượt là giá trị nhỏ nhất, giá trị lớn nhất của $|z-1-4 \sqrt{11}i|$. Tính $P=m+M$.

A. $P=2 \sqrt{55 - 4 \sqrt{22}} + \sqrt{- 8 \sqrt{6} + 32 \sqrt{77} + 385}$.
B. $P=- 2 \sqrt{55 - 4 \sqrt{22}} + \sqrt{- 8 \sqrt{6} + 32 \sqrt{77} + 385}$.
C. $P=2 \sqrt{55 - 4 \sqrt{22}} \sqrt{- 8 \sqrt{6} + 32 \sqrt{77} + 385}$.
D. $P=2 \sqrt{- 8 \sqrt{6} + 32 \sqrt{77} + 385}$.",A. $P=2 \sqrt{55 - 4 \sqrt{22}} + \sqrt{- 8 \sqrt{6} + 32 \sqrt{77} + 385}$.,"Gọi $M_0(x;y)$ là điểm biểu diễn của $z$, $A(7;2 \sqrt{2})$, $B(4 \sqrt{6};- 4 \sqrt{7})$, $C(1;4 \sqrt{11})$. Ta có $AB=\sqrt{\left(-7 + 4 \sqrt{6}\right)^{2} + \left(- 4 \sqrt{7} - 2 \sqrt{2}\right)^{2}}$ nên $M_0A+M_0B=AB \Rightarrow M_0$ thuộc đoạn $AB$. Tham số hóa theo $x\in[7;4 \sqrt{6}]$, biểu diễn $|z-1-4 \sqrt{11}i|^2$ thành hàm bậc hai theo $x$, khảo sát trên đoạn để tìm min $=m^2=220 - 16 \sqrt{22}$, max $=M^2=- 8 \sqrt{6} + 32 \sqrt{77} + 385$. Suy ra $P=m+M=2 \sqrt{55 - 4 \sqrt{22}} + \sqrt{- 8 \sqrt{6} + 32 \sqrt{77} + 385}$.",Đạt,
